id,genres,cast,vote_average,director,keywords
81,"['Adventure', 'Drama', 'History', 'War']","[""Peter O'Toole"", 'Omar Sharif', 'Alec Guinness', 'Jack Hawkins', 'Anthony Quinn', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Zia Mohyeddin', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller', 'John Barry', 'Bruce Beeby', 'Fred Bennett', 'John Bennett', 'Steve Birtles', 'Robert Bolt', 'Peter Burton', 'J.R.M. Chapman', 'Barbara Cole ', 'Basil Dignam', 'Peter Dukelow', 'Mohamed El Habachi', 'Kenneth Fortescue', 'Harry Fowler', 'James Hayter', 'Jack Hedley', 'Rafael Hernández', 'Noel Howlett', 'Patrick Kavanagh', 'David Lean', 'Ian MacNaughton', 'Clive Morton', 'Daniel Moynihan', 'Henry Oscar', 'George Plimpton', 'Bryan Pringle', 'Ernie Rice', 'Robert Rietti', 'John Robinson', 'Norman Rossington', 'John Ruddock', 'Fernando Sancho', 'Stuart Saunders', 'Cyril Shaps', 'Roy Stevens', 'Barry Warren']",8.0,David Lean,"['cairo', 'arabian', 'world war i', 'horse', 'jerusalem, israel', 'british army', 'british empire', 'damascus', 'camel', 'based on a true story', 'quicksand', 'desert', 'arab', 'ottoman empire']"
82,"['Adventure', 'Drama', 'Action']","['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd Abbas Khaleeli', 'Vibish Sivakumar', 'Rafe Spall', 'Gérard Depardieu', 'James Saito', 'Jun Naito', 'Andrea Di Stefano', 'Shravanthi Sainath', 'Elie Alouf', 'T.M. Karthik', 'Amarendran Ramanan', 'Hari Mina Bala', 'Wang Bo-Chieh', 'Ko I-Chen', 'Jag Huang', 'Ravi Natesan', 'Adyant Balaji', 'Chirag Agarwal', 'Ahan André Kamath', 'Om Kamath', 'Srilekh Katta', 'Swati Van Rijswijk', 'M. Keerthana', 'Indumohan Poornima', 'Josephine Nithya B.', 'Samyuktha S.', 'A. Deiva Sundari', 'G. Vasantakumary', 'A. Vithya', 'Mythili Prakash', 'Raj Patel', 'Hadiqa Hamid', 'Iswar Srikumar', 'Padmini Ramachandran']",7.4,Ang Lee,"['1970s', 'shipwreck', 'tiger', 'faith', 'zebra', 'zookeeper', 'orangutan', 'teenage boy', 'hyena', 'meerkat', 'cargo ship', 'lifeboat', 'injured animal', 'storm at sea', 'told in flashback', 'wreckage', 'teenage protagonist']"
83,"['Comedy', 'Crime']","['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Vinnie Jones', 'Sting', 'Steven Mackintosh', 'Nicholas Rowe', 'Lenny McLean', 'P.H. Moriarty', 'Frank Harper', 'Huggy Leaver', 'Stephen Marcus', 'Peter McNicholl', 'Nick Marcq', 'Tony McMahon', 'Steve Sweeney', 'Charles Forbes', 'Vas Blackwood', 'Jake Abraham', 'Victor McGuire', 'Danny John-Jules', ""Elwin 'Chopper' David"", 'Vera Day', 'Rob Brydon', 'Alan Ford', 'Andrew Tiernan', 'Matthew Vaughn', 'Richard Vanstone', 'Jimmy Flint']",8.2,Guy Ritchie,"['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'pot smoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'cult film', 'carjacking', 'piano', 'strip show', 'high stakes']"
84,"['Drama', 'Action', 'Thriller', 'Crime']","['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke', 'Theodor Loos', 'Gustaf Gründgens', 'Friedrich Gnaß', 'Fritz Odemar', 'Paul Kemp', 'Theo Lingen', 'Rudolf Blümner', 'Georg John', 'Franz Stein', 'Ernst Stahl-Nachbaur', 'Gerhard Bienert', 'Karl Platen', 'Rosa Valetti', 'Hertha von Walther', 'Carl Ballhaus']",8.1,Fritz Lang,"['germany', 'berlin, germany', 'underworld', 'child murder', 'detective inspector', 'investigation', 'psychopath', 'organized crime', 'black and white', 'criminal', 'child killer', 'pre-code', 'psycho', 'expressionism', 'german expressionism']"
85,"['Animation', 'Comedy', 'Drama']","['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries', 'Bethany Whitmore', 'Renée Geyer', ""Ian 'Molly' Meldrum"", 'Julie Forsyth', 'John Flaus', 'Christopher Massey', 'Carolyn Shakespeare-Allen', 'Michael Ienna', 'Shaun Patten', 'Leanne Smith']",7.8,Adam Elliot,"['chocolate', 'letter', 'birthmark', 'only child', 'approach', 'australia', 'bullying', 'friendship bracelet', 'pen pals', 'atheist', 'loneliness', 'stop motion', 'neighbor', 'phone book', 'unlikely friendship', 'correspondence', 'eating disorder', ""asperger's syndrome"", 'emotional', 'cerebral']"
86,"['Mystery', 'Thriller']","['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Russ Fega', 'Jorja Fox', 'Stephen Tobolowsky', 'Harriet Sansom Harris', 'Thomas Lennon', 'Callum Keith Rennie', 'Kimberly Campbell', 'Marianne Muellerleile', 'Larry Holden']",8.2,Christopher Nolan,"['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'flashback', 'confusion', 'memory loss', 'psychological thriller', 'los angeles, california', 'polaroid', 'cult film', 'nonlinear timeline', 'individuality', 'neo-noir', 'reverse chronology']"
87,"['Drama', 'Science Fiction']","['Gustav Fröhlich', 'Brigitte Helm', 'Alfred Abel', 'Rudolf Klein-Rogge', 'Theodor Loos', 'Fritz Rasp', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger', 'Olly Boeheim', 'Heinrich Gotho', 'Gottfried Huppertz', 'Georg John', 'Margarete Lanner', 'Rose Lichtenstein', 'Hanns Leo Reich', 'Arthur Reinhardt', 'Curt Siodmak', 'Henrietta Siodmak', 'Olaf Storm', 'Rolf von Goth', 'Helen von Münchofen', 'Helene Weigel']",8.2,Fritz Lang,"['man vs machine', 'based on novel or book', 'underground world', 'inventor', 'metropolis', 'future', 'class society', 'dystopia', 'tower of babel', 'delirium', 'mad scientist', 'prophet', 'robot', 'destruction', 'silent film', 'expressionism', 'seven deadly sins', 'depravity', 'mob justice', 'downtrodden', 'saviour', 'social unrest', 'german expressionism', 'mediator']"
88,['Drama'],"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter', 'Lucia Rijker', ""Brían F. O'Byrne"", 'Anthony Mackie', 'Margo Martindale', 'Riki Lindhome', 'Michael Peña', 'Benito Martinez', 'Bruce MacVittie', 'David Powledge', ""Joe D'Angerio"", 'Marcus Chait', 'Tom McCleister', 'Erica Grant', 'Naveen', 'Morgan Eastwood', 'Jamison Yang', 'Susan Krebs', 'V.J. Foster', 'Steven M. Porter', 'Ming Lo', 'Miguel Pérez', 'Jim Cantafio', 'Ted Grossman', 'Ned Eisenberg', 'Marco Rodríguez', 'Mark Thomason', 'Brian T. Finney', 'Spice Williams-Crosby', 'Kim Strauss', 'Kirsten Berman', 'Jimmy Alioto', 'Jason Williams', 'Nina Avetisova', 'Michael Bentt', 'Bruce Gerard Brown', 'McKay Stewart', 'Jude Ciccolella', 'Kimberly Estrada', 'Sean LoGrasso', 'Maher McClung', 'Michael Saglimbeni', ""Sean O'Kane"", 'Vladimir Rajcic', 'Marty Sammon', 'Robert Maron']",7.9,Clint Eastwood,"['transporter', 'suicide attempt', 'fight', 'strong woman', 'boxer', 'dying and death', 'stroke of fate', 'training', 'advancement', 'profanity', 'tragedy', 'female protagonist', 'brutality', 'boxing trainer', 'unlikely friendship', 'female boxing', 'knockout', 'euthanasia', 'determination']"
89,"['Comedy', 'Drama']","['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia', 'Richard Alexander', 'Cecil Reynolds', 'Mira McKinney', 'Murdock MacQuarrie', 'Wilfred Lucas', 'Edward LeSaint', 'Fred Malatesta', 'Sammy Stein', 'Juana Sutton', 'Ted Oliver', 'Norman Ainsley', 'Bobby Barber', 'Heinie Conklin', 'Gloria DeHaven', 'Pat Flaherty', 'Chuck Hamilton', 'Pat Harmon', 'Lloyd Ingraham', 'Walter James', 'Jack Low', 'Buddy Messinger', 'Bruce Mitchell', 'Frank Moran', 'James C. Morton', 'Louis Natheaux', 'J. C. Nugent', 'Russ Powell', 'John Rand', 'Harry Wilson']",8.3,Charlie Chaplin,"['factory', 'ambulance', 'invention', 'tramp', 'great depression', 'industrial revolution', 'slapstick', 'machine', 'pardon', 'guilty', 'silent film']"
90,"['Adventure', 'Fantasy', 'Animation']","['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Sumi Shimamoto', 'Tetsu Watanabe', 'Mitsuru Satô', 'Akira Nagoya', 'Akihiro Miwa', 'Mitsuko Mori', 'Hisaya Morishige']",8.3,Hayao Miyazaki,"['fight', 'wolf', 'leprosy', 'pan', 'wild boar', 'territory', 'feral child', 'friendship', 'princess', 'rural area', 'decapitation', 'spirit', 'demon', 'deforestation', 'anime']"
91,"['Animation', 'Comedy', 'Family']","['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Bob Peterson', 'John Ratzenberger', 'Jennifer Tilly', 'Frank Oz', 'Daniel Gerson', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti', 'Jennifer Darling', 'Patti Deutsch', 'Pete Docter', 'Bobby Edner', 'Ashley Edner', 'Paul Eiding', 'Katie Scarlettr', 'Bill Farmer', 'Keegan Farrell', 'Pat Fraley', 'Teresa Ganzel', 'Taylor Gifaldi', 'Marc John Jefferies', 'Joe Lala', 'Noah Luke', 'Sherry Lynn', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Laraine Newman', 'Kay Panabaker', ""Bret 'Brook' Parker"", 'Phil Proctor', 'Josh Qualtieri', 'Guido Quaroni', 'Jan Rabson', 'Lisa Raggio', 'Joe Ranft', 'Sophia Ranft', 'Katherine Ringgold', 'Bob Scott', 'David Silverman', 'Jim Thornton', 'Lee Unkrich', 'Wallace Shawn']",7.8,Pete Docter,"['monster', 'cheating', 'kidnapping', 'infant', 'villain', 'panic', 'energy supply', 'company', 'portal', 'friends', 'rivalry', 'hijinks', 'best friend', 'scream', 'chameleon', 'family', 'parallel world', 'conveyor belt', 'invisibility', 'energy company', 'conspirators']"
92,"['Adventure', 'Comedy', 'Fantasy']","['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam', 'Terry Jones', 'Michael Palin', 'Connie Booth', 'Carol Cleveland', 'Neil Innes', 'Bee Duffell', 'John Young', 'Rita Davies', 'Avril Stewart', 'Sally Kinghorn', 'Mark Zycon', 'Elspeth Cameron', 'Mitsuko Forstater', 'Sandy Johnson', 'Sandy Rose', 'Romilly Squire', 'Joni Flynn', 'Alison Walker', 'Loraine Ward', 'Anna Lanski', 'Sally Coombe', 'Vivienne MacDonald', 'Yvonne Dick', 'Daphne Darling', 'Fiona Gordon', 'Judy Lamb', 'Tracy Sneddon', 'Joyce Pollner', 'Mary Allen', 'Gloria Graham', 'Sylvia Taylor', 'Iain Banks', 'Julian Doyle', 'Margarita Doyle', 'Charles Knode', 'Zack Matalon', 'Scott Mike', 'William Palin', 'Terry Jones', 'Tom Raeburn', 'Brian Ross', 'Roy Forge Smith', 'John Thornton', 'Maggie Weston']",7.8,Terry Jones,"['holy grail', 'monk', 'england', 'scotland yard', 'swordplay', 'camelot', 'round table', 'chapter', 'animal attack', 'satire', 'knight', 'king arthur', 'wedding reception', 'midnight movie', 'cult film', 'monty python', 'knights of the round table', '10th century', 'anarchic comedy']"
