user,neighbors
443,"[355, 292, 673, 298, 1340, 1237, 90, 1600, 233, 296, 5, 734, 1145, 1494, 1709, 1470, 1255, 1303, 1359, 1066, 656, 1589, 353, 169, 106, 1659, 183, 235, 1238, 345, 739, 911, 1322, 1086, 974, 1012, 1244, 1096, 1077, 1135, 327, 1214, 1027, 1779, 148, 139, 446, 891, 1028, 1769, 68, 447, 1586, 566, 189, 578, 1611, 1131, 371, 922, 1056, 1362, 351, 1813, 78, 416, 919, 1528, 265, 1263, 1716, 337, 71, 779, 674, 1560, 386, 391, 1257, 937, 1488, 666, 1718, 140, 1676, 154, 1677, 537, 105, 1759, 1258, 1724, 1565, 1514, 398, 309, 497, 381, 877, 301, 1213, 19, 24, 1478, 1665, 1031, 1500, 1664, 705, 1191, 1648, 1186, 1708, 1533, 1689, 751, 1218, 991, 769, 1122, 279, 365, 1562, 1588, 845, 392, 388, 721, 286, 1804, 546, 530, 1282, 543, 1642, 1416, 1328, 93, 746, 967, 1222, 1351, 532, 1473, 1785, 1662, 712, 307, 1732, 1372, 175, 414, 569, 1035, 1039, 1306, 1714, 1234, 492, 12, 817, 692, 542, 913, 1423, 733, 1618, 1046, 624, 258, 304, 149, 841, 745, 899, 1154, 606, 1667, 846, 1389, 1457, 1543, 1750, 1486, 1395, 207, 181, 1283, 156, 1767, 151, 109, 1231, 1330, 1219, 481, 1712, 535, 588, 125, 706, 1382, 1018, 1184, 52, 1573, 176, 1497, 1162, 963, 393, 331, 318, 510, 1165, 1033, 314, 1087, 990, 1781, 1144, 1686, 1300, 1040, 1294, 63, 341, 1387, 1276, 702, 572, 1196, 334, 1102, 1450, 829, 442, 1235, 1596, 1112, 1026, 180, 824, 1376, 955, 1518, 1444, 1728, 794, 455, 1400, 1250, 1338, 254, 523, 1140, 478, 1353, 708, 315, 575, 1583, 1314, 774, 188, 407, 1455, 701, 1159, 1758, 748, 1568, 1509, 118, 131, 440, 275, 251, 1631, 1613, 1232, 300, 1398, 526, 904, 820, 608, 1581, 1432, 210, 1158, 165, 1354, 428, 1413, 559, 1628, 1815, 1449, 1180, 240, 431, 597, 647, 1462, 504, 92, 1406, 1604, 1796, 1307, 960, 649, 512, 70, 239, 1373, 395, 587, 1816, 80, 1691, 717, 564, 1511, 1073, 1009, 1722, 1032, 639, 1641, 196, 1496, 408, 333, 1163, 1738, 280, 1019, 900, 589, 1002, 493, 62, 31, 1043, 421, 370, 343, 1614, 549, 1519, 903, 1207, 459, 69, 1597]"
922,"[447, 1600, 233, 1237, 292, 1322, 90, 1077, 1340, 1145, 169, 1779, 443, 355, 78, 140, 298, 337, 739, 1589, 673, 265, 974, 1135, 734, 327, 1255, 309, 1470, 1027, 1031, 497, 1709, 877, 1257, 353, 296, 1676, 1611, 5, 1028, 1362, 656, 345, 446, 106, 1086, 414, 1238, 1351, 1718, 1303, 1040, 154, 105, 1222, 1218, 1565, 365, 148, 1533, 1306, 189, 1494, 911, 1056, 1724, 1813, 891, 183, 817, 351, 139, 1214, 1716, 1276, 746, 156, 1528, 371, 1664, 1488, 286, 1389, 71, 1708, 416, 845, 1659, 1096, 1213, 1359, 666, 1500, 1012, 301, 919, 24, 1165, 1497, 1039, 1231, 721, 745, 566, 543, 1785, 1662, 1035, 937, 1514, 12, 391, 779, 381, 1759, 624, 578, 674, 1648, 1562, 1457, 492, 1618, 1382, 1283, 1122, 705, 279, 181, 1191, 1473, 537, 1263, 1665, 1282, 19, 1588, 899, 1486, 1804, 1244, 1560, 52, 254, 1258, 1677, 1714, 1423, 692, 1330, 546, 1219, 68, 1186, 481, 532, 1432, 523, 304, 318, 1667, 1586, 991, 1300, 712, 1154, 386, 1140, 392, 1758, 751, 431, 93, 1769, 1234, 701, 530, 1395, 1328, 841, 1689, 1112, 393, 1642, 820, 1232, 440, 149, 258, 307, 1573, 1131, 1478, 1732, 1087, 1372, 963, 1406, 569, 1750, 846, 829, 388, 428, 165, 1387, 1815, 314, 913, 341, 572, 235, 588, 733, 398, 769, 125, 990, 1416, 1781, 1066, 331, 1144, 1767, 1543, 967, 109, 526, 175, 535, 1400, 510, 708, 70, 1073, 1102, 1307, 1162, 1568, 542, 334, 442, 1728, 1816, 794, 1641, 1018, 575, 1196, 1180, 1398, 151, 239, 1583, 455, 176, 275, 1158, 955, 63, 315, 1235, 188, 597, 1628, 702, 904, 207, 706, 649, 748, 504, 1518, 1250, 1631, 1338, 1613, 1046, 1033, 1712, 1496, 1353, 180, 1686, 606, 1314, 1294, 478, 1462, 1184, 80, 1026, 1413, 251, 824, 1604, 1373, 559, 647, 774, 1509, 1450, 1596, 240, 1444, 92, 960, 1376, 131, 1159, 1354, 1449, 564, 407, 717, 587, 1796, 1032, 639, 608, 118, 1722, 1455, 280, 1511, 300, 210, 512, 408, 1581, 395, 196, 1691, 333, 1009, 1163, 1019, 1043, 900, 589, 459, 493, 31, 549, 1002, 370, 1738, 62, 1519, 1614, 343, 1207, 421, 903, 1597, 69]"
446,"[355, 24, 1145, 292, 1470, 169, 5, 233, 298, 1237, 90, 673, 1709, 1340, 666, 447, 1255, 974, 1086, 183, 1600, 345, 937, 351, 443, 1716, 1769, 105, 1500, 265, 1813, 140, 1028, 1282, 1213, 1077, 1214, 1322, 1031, 391, 1494, 566, 1759, 1191, 1677, 1588, 1528, 1562, 1135, 154, 1306, 416, 381, 353, 106, 734, 337, 1056, 414, 578, 1664, 739, 1714, 569, 327, 911, 71, 656, 1283, 1257, 371, 1488, 922, 1222, 891, 1238, 1263, 899, 919, 1779, 1676, 692, 779, 1659, 1362, 68, 1351, 1724, 1012, 1718, 877, 19, 235, 1533, 1244, 301, 497, 1359, 733, 1611, 1708, 1231, 543, 1589, 309, 1416, 1689, 1389, 1186, 712, 78, 388, 674, 991, 442, 1018, 537, 341, 1478, 1303, 1586, 1122, 393, 207, 296, 1642, 304, 705, 1804, 365, 1066, 148, 1154, 1035, 751, 1423, 1618, 1096, 845, 1457, 392, 318, 745, 532, 1387, 1767, 829, 286, 1732, 175, 1330, 1276, 307, 1473, 1665, 606, 279, 572, 93, 125, 314, 1039, 1184, 1040, 1758, 1234, 1648, 1497, 1144, 746, 331, 1382, 1514, 1662, 139, 546, 1543, 1027, 1486, 1667, 1565, 258, 1560, 165, 963, 156, 1300, 817, 769, 841, 913, 624, 398, 315, 1395, 52, 1815, 1462, 118, 706, 721, 1131, 189, 1750, 990, 1258, 824, 588, 1372, 1785, 846, 1140, 1165, 1218, 481, 955, 300, 181, 1509, 526, 1219, 386, 1328, 1196, 820, 239, 254, 1400, 1314, 1112, 1781, 1604, 1432, 407, 1641, 1444, 535, 510, 12, 702, 708, 334, 109, 180, 1631, 530, 251, 151, 1686, 1294, 1102, 1613, 701, 1033, 1307, 1046, 176, 1250, 1573, 149, 440, 1026, 1628, 1338, 1398, 80, 1353, 1162, 1376, 1496, 748, 1450, 967, 1032, 904, 542, 559, 649, 1180, 1816, 492, 1712, 1583, 1796, 1354, 523, 1581, 1406, 1568, 188, 608, 63, 1455, 1009, 210, 1722, 455, 960, 428, 774, 1235, 70, 1087, 794, 275, 1728, 564, 504, 478, 647, 597, 1691, 1232, 333, 131, 512, 1158, 1159, 1449, 575, 196, 1163, 1511, 1596, 1073, 431, 639, 1413, 92, 1518, 280, 240, 587, 717, 1373, 1738, 493, 395, 1019, 900, 459, 408, 421, 1043, 1002, 62, 589, 343, 1519, 1614, 903, 370, 1207, 31, 549, 69, 1597]"
447,"[1031, 1237, 233, 307, 292, 296, 298, 1486, 392, 416, 1303, 1600, 1255, 1813, 673, 1222, 1028, 1238, 106, 90, 1359, 922, 391, 5, 169, 1135, 12, 1056, 1096, 656, 779, 1340, 1322, 140, 93, 1724, 1611, 1494, 919, 355, 911, 1664, 1759, 1769, 734, 351, 721, 139, 1213, 1214, 78, 235, 1714, 71, 1077, 1648, 1470, 739, 1718, 845, 1709, 1263, 1665, 1589, 1562, 1500, 1282, 301, 578, 974, 148, 446, 1478, 497, 105, 1528, 1257, 265, 1423, 381, 1283, 189, 1154, 1362, 1244, 443, 1184, 154, 1677, 1145, 341, 877, 183, 1588, 1586, 24, 1659, 175, 569, 674, 1351, 1086, 353, 1186, 746, 817, 692, 1716, 537, 566, 1560, 1583, 125, 371, 937, 829, 745, 1804, 1473, 327, 398, 1416, 1372, 1779, 535, 1785, 705, 891, 279, 1497, 991, 1258, 286, 1012, 1219, 1395, 546, 1389, 990, 1488, 1231, 1218, 181, 1040, 542, 1122, 1662, 1027, 442, 428, 275, 1676, 543, 841, 575, 1514, 666, 151, 523, 963, 19, 1035, 751, 1387, 1066, 251, 1131, 1750, 1382, 1432, 63, 1533, 304, 431, 1276, 733, 624, 588, 1046, 1306, 1642, 337, 68, 156, 365, 510, 701, 967, 345, 1191, 530, 1758, 149, 388, 118, 1732, 1618, 407, 532, 1398, 1300, 794, 1250, 1457, 1033, 1543, 1565, 1102, 1039, 1234, 478, 1667, 180, 846, 1307, 1235, 481, 414, 820, 1400, 712, 824, 748, 440, 1328, 92, 899, 1073, 334, 1686, 1294, 572, 706, 1196, 1450, 1444, 774, 1354, 1165, 1373, 176, 1596, 1568, 1631, 314, 1689, 1816, 1581, 1708, 1518, 492, 1767, 318, 386, 395, 254, 207, 1159, 702, 309, 647, 109, 587, 1140, 913, 1180, 1338, 639, 1087, 597, 904, 606, 708, 526, 1781, 1112, 769, 239, 1353, 1712, 1026, 258, 240, 564, 1449, 331, 52, 1330, 1018, 608, 559, 1455, 210, 1462, 649, 1628, 1728, 1376, 955, 188, 1496, 1722, 1158, 196, 1573, 512, 315, 1144, 300, 1314, 1604, 280, 1509, 1691, 1641, 393, 1232, 1162, 1815, 1009, 80, 333, 1406, 408, 1163, 960, 504, 1511, 131, 1613, 1032, 717, 1796, 1413, 70, 165, 455, 1019, 493, 1738, 62, 1043, 343, 1519, 421, 549, 370, 1614, 31, 900, 589, 1002, 459, 1207, 903, 69, 1597]"
919,"[1237, 673, 447, 233, 734, 1600, 1340, 296, 1677, 90, 298, 5, 106, 891, 1813, 345, 1244, 877, 292, 721, 265, 1145, 355, 974, 1086, 656, 1759, 1214, 154, 443, 1255, 911, 1359, 189, 569, 1077, 674, 779, 1066, 899, 751, 71, 1322, 1191, 1709, 1263, 1586, 1494, 1470, 1122, 1611, 1718, 286, 139, 1257, 1618, 1135, 1528, 1012, 416, 739, 1028, 1303, 156, 1589, 1665, 1219, 1500, 327, 1648, 1222, 446, 1096, 169, 572, 148, 1779, 1562, 183, 301, 1514, 1664, 1497, 937, 381, 1724, 388, 1056, 24, 105, 279, 841, 351, 666, 817, 578, 1714, 1659, 1804, 1238, 337, 745, 1027, 543, 1473, 566, 481, 371, 692, 1533, 140, 1708, 353, 1362, 1186, 1031, 532, 1662, 391, 309, 1716, 922, 331, 497, 537, 1389, 1283, 523, 1395, 1416, 149, 588, 1234, 1732, 68, 1478, 1488, 414, 1785, 535, 392, 1258, 1035, 990, 1131, 1689, 1769, 1423, 913, 1218, 1588, 1676, 991, 52, 393, 125, 1213, 365, 542, 93, 845, 708, 1140, 258, 386, 820, 304, 1162, 12, 1018, 1231, 1282, 701, 1457, 1184, 314, 78, 746, 1276, 1382, 1294, 1767, 546, 235, 1583, 1165, 1560, 1351, 1235, 1039, 1330, 1642, 19, 1372, 1712, 131, 1314, 63, 1387, 1667, 1781, 1604, 1565, 431, 181, 559, 1328, 440, 1573, 624, 1102, 1306, 606, 706, 1543, 1449, 1758, 254, 705, 769, 1154, 492, 175, 597, 109, 300, 1432, 1816, 1400, 1641, 1581, 151, 526, 1613, 1196, 963, 794, 967, 442, 1568, 1518, 829, 846, 1496, 1158, 824, 1750, 639, 307, 955, 712, 318, 510, 1112, 1398, 341, 92, 1338, 1444, 1026, 1040, 1376, 1728, 1144, 702, 176, 1486, 315, 1450, 280, 118, 1087, 647, 1009, 1033, 407, 398, 1628, 904, 1180, 188, 733, 1046, 1406, 207, 1250, 239, 575, 1462, 512, 275, 428, 960, 1073, 504, 1455, 210, 1300, 1307, 1159, 1686, 70, 1815, 240, 748, 530, 649, 564, 251, 478, 1354, 1413, 455, 1353, 608, 334, 1691, 180, 1631, 1511, 1232, 1373, 333, 717, 1596, 395, 1509, 587, 1722, 1032, 408, 774, 165, 1163, 1796, 80, 196, 1738, 1019, 1043, 343, 900, 1002, 370, 31, 589, 493, 1614, 549, 62, 1207, 459, 1519, 421, 903, 1597, 69]"
1533,"[233, 656, 673, 734, 1494, 1340, 106, 365, 1322, 355, 877, 1237, 1470, 298, 292, 1145, 1303, 566, 1718, 189, 1214, 1589, 90, 974, 5, 1473, 674, 1709, 911, 497, 1027, 1724, 1586, 1056, 1659, 1600, 1077, 353, 745, 416, 337, 148, 1648, 78, 1813, 1135, 105, 1255, 345, 443, 139, 71, 140, 937, 922, 1191, 1497, 296, 1028, 446, 1257, 891, 1611, 1528, 1708, 1238, 1759, 183, 1804, 845, 578, 1779, 1035, 1040, 351, 1359, 1283, 1086, 1785, 1732, 779, 1244, 1562, 327, 169, 447, 371, 1263, 154, 666, 919, 739, 1416, 175, 286, 1012, 1689, 1716, 510, 1395, 1488, 746, 398, 314, 1664, 301, 1588, 751, 1677, 1234, 1676, 68, 829, 52, 156, 265, 1307, 1714, 899, 1031, 1769, 181, 1560, 532, 1486, 1362, 1565, 341, 1282, 1500, 1213, 151, 481, 388, 624, 279, 24, 1219, 1144, 701, 712, 318, 1662, 1039, 963, 309, 1131, 1306, 1300, 1165, 1122, 1222, 523, 1372, 1258, 392, 1514, 381, 235, 733, 176, 442, 304, 721, 817, 254, 1389, 537, 1096, 990, 572, 1351, 1154, 1186, 1400, 1066, 180, 1382, 307, 967, 1218, 1665, 1235, 414, 1330, 1457, 1276, 692, 546, 109, 1758, 492, 708, 542, 569, 391, 1573, 1328, 705, 1618, 393, 19, 1432, 1387, 1613, 1767, 1543, 1231, 1140, 80, 275, 841, 774, 824, 1423, 12, 251, 331, 530, 706, 543, 1376, 1018, 239, 440, 1112, 1478, 1686, 1444, 769, 315, 1568, 149, 188, 131, 1642, 1631, 63, 258, 334, 1728, 1294, 1026, 1398, 386, 588, 125, 535, 606, 913, 1750, 1781, 564, 1159, 717, 428, 991, 1455, 280, 820, 1180, 1796, 93, 1046, 526, 207, 1596, 1581, 1667, 1102, 1163, 407, 846, 1338, 1158, 1518, 504, 1250, 1087, 608, 748, 1353, 1033, 639, 1073, 1196, 794, 1184, 649, 478, 70, 118, 575, 240, 431, 904, 1413, 1462, 1628, 647, 1032, 1815, 1354, 1232, 1162, 702, 1450, 1816, 960, 165, 1511, 559, 1604, 455, 1583, 512, 1712, 1373, 1641, 395, 92, 597, 210, 408, 1406, 1496, 955, 1449, 587, 333, 1691, 1722, 1509, 1019, 1043, 1314, 300, 1009, 196, 1002, 1738, 493, 31, 589, 370, 421, 900, 1614, 1207, 343, 1519, 62, 903, 459, 1597, 549, 69]"
1528,"[355, 1145, 1340, 416, 90, 1237, 1234, 1086, 345, 292, 1213, 673, 779, 5, 233, 365, 169, 447, 298, 301, 974, 666, 1709, 1500, 154, 105, 891, 443, 845, 1724, 148, 1362, 286, 1714, 78, 296, 106, 1716, 1676, 446, 1263, 24, 353, 1470, 537, 337, 877, 899, 371, 381, 1122, 1769, 175, 911, 1056, 1664, 1244, 1028, 1096, 1488, 1600, 189, 705, 566, 919, 1135, 1416, 1303, 1359, 624, 1732, 656, 734, 139, 1012, 1322, 1478, 1255, 1027, 1494, 1186, 1588, 183, 1677, 1779, 1648, 1077, 578, 1238, 68, 1611, 1718, 1813, 1533, 1031, 1804, 351, 532, 1759, 963, 922, 1473, 265, 1586, 1659, 1662, 140, 1214, 1222, 1767, 1665, 1562, 1035, 739, 1231, 937, 1191, 1497, 721, 543, 388, 1785, 327, 392, 1257, 307, 1276, 442, 1395, 1423, 1283, 1282, 751, 1154, 569, 546, 1018, 414, 1112, 1294, 391, 1218, 1642, 331, 309, 1708, 913, 1219, 841, 1389, 990, 156, 1159, 93, 967, 674, 1314, 1589, 235, 1040, 1689, 497, 1376, 1066, 149, 1372, 492, 1543, 1039, 542, 279, 1258, 1486, 712, 71, 315, 991, 314, 398, 1184, 125, 535, 19, 1351, 1102, 12, 1583, 181, 1573, 304, 1618, 1712, 1306, 188, 386, 1560, 341, 258, 523, 1667, 526, 1046, 151, 1387, 1496, 1514, 1131, 733, 597, 530, 824, 1815, 481, 1750, 1509, 333, 692, 1691, 1400, 1457, 1144, 746, 745, 1382, 1565, 1300, 176, 1328, 1631, 1758, 1009, 254, 1722, 708, 440, 774, 1641, 769, 794, 1338, 701, 706, 588, 1581, 52, 1033, 1026, 820, 318, 606, 407, 904, 1235, 1165, 1162, 1518, 251, 240, 1604, 428, 846, 1781, 572, 1087, 1450, 1330, 1432, 207, 275, 1032, 210, 817, 1398, 960, 393, 608, 109, 455, 702, 92, 1307, 1196, 649, 431, 1613, 748, 955, 1232, 829, 118, 1511, 1353, 1073, 510, 1568, 280, 1373, 1444, 575, 165, 1628, 63, 559, 1728, 1406, 300, 1686, 564, 478, 1449, 717, 647, 1158, 1816, 1140, 80, 512, 1596, 131, 639, 70, 180, 1354, 1455, 587, 504, 1462, 1250, 395, 334, 1180, 408, 239, 1163, 196, 1796, 1738, 1043, 1413, 589, 900, 1019, 343, 1614, 1002, 903, 370, 62, 493, 549, 31, 421, 1207, 1519, 459, 69, 1597]"
913,"[1031, 1255, 1238, 416, 1779, 1500, 292, 1340, 233, 1600, 298, 286, 1237, 106, 656, 154, 1086, 734, 353, 1716, 391, 673, 937, 5, 1478, 351, 974, 1145, 140, 139, 779, 911, 1306, 1659, 1135, 1028, 1282, 90, 1303, 1470, 1648, 355, 169, 183, 1769, 1709, 1813, 1362, 1759, 1244, 68, 497, 148, 1732, 846, 1718, 296, 1494, 1131, 746, 1154, 705, 891, 1186, 991, 301, 443, 1514, 381, 345, 1056, 1191, 1322, 845, 702, 1589, 365, 1359, 151, 1012, 1528, 1677, 1257, 566, 1618, 392, 919, 1234, 314, 745, 578, 666, 24, 78, 877, 1432, 189, 1077, 105, 1562, 1416, 304, 1665, 1035, 794, 537, 817, 1676, 1389, 1708, 1219, 71, 706, 109, 337, 1565, 1027, 1667, 175, 1724, 1214, 235, 769, 899, 446, 1222, 318, 1664, 1573, 1351, 258, 1457, 1689, 492, 386, 1611, 841, 447, 92, 739, 371, 149, 1165, 309, 481, 712, 1758, 572, 624, 1122, 569, 1642, 275, 1714, 575, 535, 543, 1283, 532, 279, 1213, 904, 1372, 1040, 1033, 588, 19, 1586, 829, 526, 1018, 327, 188, 1473, 546, 922, 63, 265, 1804, 608, 1039, 388, 1096, 523, 1263, 751, 1184, 307, 442, 1258, 692, 1767, 647, 1488, 407, 1218, 52, 1328, 1583, 1560, 1449, 1276, 1781, 341, 1102, 1046, 1543, 12, 181, 1533, 1330, 1486, 1300, 510, 1497, 1785, 1588, 280, 1354, 1373, 530, 1382, 1450, 1750, 1180, 1353, 504, 748, 542, 824, 721, 1631, 1462, 1073, 93, 156, 606, 1162, 1662, 398, 1395, 990, 315, 414, 478, 1294, 674, 331, 131, 1387, 1144, 967, 1196, 639, 395, 1112, 1423, 701, 1066, 649, 393, 733, 240, 559, 1596, 180, 1568, 774, 1231, 176, 1307, 239, 1686, 1235, 428, 963, 1159, 717, 431, 820, 1026, 1518, 587, 1816, 251, 408, 1712, 118, 1087, 1400, 564, 1628, 1406, 125, 597, 1444, 207, 708, 1250, 512, 300, 1455, 1613, 334, 254, 1338, 1815, 1158, 455, 1032, 210, 1728, 1398, 1376, 1604, 1641, 70, 960, 165, 1140, 80, 1691, 1496, 1581, 1163, 440, 196, 955, 1796, 1511, 1509, 1413, 1009, 1738, 1232, 333, 1314, 1722, 31, 589, 903, 1614, 62, 1019, 493, 900, 549, 370, 343, 421, 1043, 1207, 459, 1519, 1002, 1597, 69]"
911,"[1237, 355, 1340, 169, 1470, 1359, 447, 298, 1600, 974, 1303, 292, 877, 1716, 1714, 1145, 673, 1077, 233, 656, 1135, 337, 1494, 327, 666, 1255, 443, 1588, 1028, 5, 24, 1676, 734, 1191, 353, 1056, 1322, 739, 1709, 1213, 1724, 1659, 154, 345, 148, 1779, 1611, 1708, 351, 1642, 301, 919, 90, 140, 296, 1362, 1244, 1086, 937, 1804, 105, 1759, 779, 68, 183, 1769, 1732, 1416, 543, 1238, 1528, 1813, 1718, 1533, 106, 891, 1562, 1219, 416, 745, 446, 1214, 78, 1665, 1222, 265, 674, 309, 391, 371, 175, 1276, 1664, 1457, 139, 578, 1543, 286, 1027, 497, 1263, 151, 1648, 845, 181, 1586, 1154, 922, 1012, 1257, 1031, 1514, 71, 624, 318, 1473, 1677, 189, 414, 913, 1767, 12, 381, 235, 746, 1500, 388, 392, 1395, 52, 149, 207, 794, 1234, 1351, 341, 733, 1389, 1066, 712, 1785, 1497, 1046, 1018, 1186, 156, 537, 19, 706, 1306, 1218, 1122, 569, 1662, 1231, 1040, 1112, 1382, 1488, 109, 899, 492, 386, 442, 1589, 991, 1282, 407, 1300, 1165, 817, 1631, 1033, 824, 1039, 1689, 692, 967, 1283, 829, 1758, 1486, 307, 398, 721, 1258, 93, 365, 1330, 510, 1618, 1376, 535, 572, 1478, 1372, 751, 1400, 1560, 304, 532, 1565, 1573, 1235, 1184, 331, 1423, 566, 1667, 530, 481, 774, 1583, 176, 1035, 523, 1432, 769, 279, 1462, 1140, 542, 1294, 990, 1387, 904, 1144, 963, 334, 1096, 478, 254, 546, 125, 705, 315, 701, 955, 575, 180, 251, 1338, 846, 1180, 841, 526, 1450, 1686, 1781, 314, 1750, 1131, 1398, 1328, 1159, 1596, 748, 960, 1509, 1796, 1354, 239, 1628, 1102, 1604, 118, 393, 1162, 275, 1026, 1728, 1444, 702, 70, 1353, 1641, 1613, 606, 240, 649, 188, 258, 1250, 1568, 588, 455, 63, 608, 1712, 1455, 165, 647, 1087, 1314, 1196, 1581, 1158, 639, 1009, 196, 1691, 559, 1816, 1815, 80, 504, 1722, 1232, 428, 300, 210, 1307, 1413, 92, 597, 440, 131, 1406, 1496, 431, 820, 1073, 717, 708, 1518, 564, 1373, 512, 1449, 395, 1511, 587, 1032, 280, 333, 408, 1163, 1043, 1019, 1738, 370, 900, 1002, 459, 549, 589, 31, 1614, 493, 1207, 421, 903, 1519, 343, 62, 1597, 69]"
1509,"[1722, 1691, 333, 1314, 1496, 1009, 1641, 1815, 1604, 597, 331, 1581, 1712, 24, 526, 1340, 1213, 90, 388, 1588, 1263, 1528, 5, 446, 355, 148, 1184, 416, 1255, 298, 1145, 578, 296, 1086, 911, 1244, 1416, 824, 1659, 1813, 1096, 154, 673, 1677, 442, 974, 656, 1322, 392, 739, 481, 532, 1562, 1724, 443, 1122, 1031, 265, 1486, 307, 1303, 151, 353, 309, 674, 712, 12, 1664, 233, 841, 1676, 1186, 891, 345, 1470, 1423, 414, 779, 877, 279, 1028, 68, 566, 569, 1689, 106, 447, 1611, 78, 1056, 391, 1500, 304, 327, 19, 751, 967, 1035, 1283, 1237, 292, 1140, 1238, 845, 398, 1785, 899, 1012, 497, 1032, 1214, 1586, 1457, 1372, 523, 175, 1027, 748, 351, 1077, 1648, 189, 1759, 1395, 1258, 991, 381, 1565, 1112, 1257, 301, 1600, 393, 1039, 543, 745, 1362, 105, 315, 1769, 140, 181, 1716, 188, 666, 706, 1191, 169, 624, 990, 337, 1589, 1282, 546, 733, 1131, 1718, 535, 1359, 922, 769, 1543, 1494, 1732, 183, 1144, 1779, 542, 125, 139, 93, 1714, 1330, 1338, 492, 1354, 1376, 286, 52, 1473, 820, 1560, 1662, 207, 235, 1026, 1387, 210, 109, 407, 530, 1328, 746, 1102, 606, 1222, 1234, 1709, 258, 702, 118, 71, 734, 1478, 919, 365, 537, 251, 1219, 1497, 1382, 774, 1018, 1665, 1804, 705, 1300, 1066, 1306, 794, 1154, 817, 564, 1708, 1781, 1767, 1033, 334, 1040, 156, 937, 829, 647, 254, 721, 1135, 1573, 1488, 1389, 386, 955, 180, 1218, 1618, 1518, 1432, 314, 588, 455, 1276, 1353, 341, 1455, 1250, 318, 963, 1196, 510, 1796, 1449, 1235, 1162, 1307, 1232, 649, 1642, 1398, 701, 176, 1568, 1533, 846, 1351, 478, 149, 717, 1231, 371, 1046, 1450, 1462, 1087, 1750, 692, 960, 1816, 165, 300, 1165, 1400, 440, 1686, 559, 1294, 1728, 1406, 1667, 1413, 1514, 1073, 1180, 1163, 80, 504, 240, 131, 1613, 1596, 913, 608, 575, 572, 1758, 1631, 1373, 708, 239, 1583, 1511, 904, 70, 280, 1159, 512, 275, 1444, 92, 1019, 431, 370, 1628, 428, 1158, 1043, 587, 493, 62, 408, 639, 63, 196, 1519, 1207, 395, 31, 903, 459, 900, 589, 343, 1738, 549, 1614, 1002, 421, 1597, 69]"
1511,"[1087, 1263, 960, 1724, 1676, 1486, 1565, 1709, 286, 1750, 904, 1018, 537, 307, 569, 647, 1340, 371, 235, 1494, 967, 148, 301, 1213, 1283, 1222, 1573, 1028, 5, 233, 1473, 1667, 899, 68, 974, 304, 1586, 1234, 298, 1012, 701, 183, 388, 355, 578, 1237, 1184, 1562, 414, 1303, 1351, 990, 841, 1282, 90, 1066, 734, 353, 624, 139, 846, 1416, 125, 327, 1662, 1528, 392, 169, 431, 265, 381, 1759, 1488, 1470, 1191, 673, 1664, 891, 1500, 1244, 497, 1816, 1779, 345, 1031, 416, 1642, 1214, 188, 877, 937, 1387, 398, 1027, 337, 733, 526, 154, 779, 140, 1086, 365, 1255, 1306, 1677, 1400, 1462, 1039, 1560, 1257, 769, 649, 1497, 447, 1144, 1813, 1186, 546, 1300, 292, 751, 530, 1238, 315, 443, 105, 739, 296, 1154, 1376, 1728, 1659, 721, 1258, 523, 1145, 1077, 181, 1533, 1122, 1135, 189, 919, 275, 1043, 207, 692, 1785, 318, 1648, 176, 745, 1073, 175, 1294, 1718, 708, 674, 566, 1600, 1196, 1056, 1781, 1096, 386, 251, 572, 705, 492, 824, 24, 391, 1769, 393, 1019, 1162, 1276, 106, 1714, 1457, 351, 608, 1322, 922, 1716, 1708, 1543, 656, 1589, 1450, 78, 1804, 1478, 1131, 156, 1514, 504, 1423, 446, 481, 1712, 149, 309, 911, 1444, 535, 1180, 1611, 559, 543, 1235, 817, 1691, 794, 1033, 1815, 1618, 1767, 52, 1389, 991, 1588, 510, 1219, 1372, 428, 542, 1307, 666, 440, 1359, 1140, 1518, 165, 1686, 109, 1035, 331, 1568, 478, 1628, 19, 1354, 606, 63, 71, 1026, 1665, 1398, 1362, 240, 1250, 963, 80, 1722, 1613, 258, 1040, 597, 1353, 588, 1046, 1449, 341, 300, 12, 1165, 955, 1328, 1732, 1413, 820, 254, 1231, 1689, 829, 151, 1373, 706, 1581, 532, 746, 1583, 564, 1009, 314, 455, 845, 1218, 1382, 279, 1758, 1112, 334, 913, 1604, 1641, 1159, 575, 1330, 1432, 1631, 712, 1738, 93, 1338, 131, 333, 1509, 1395, 774, 1796, 180, 1596, 1455, 512, 1002, 280, 589, 407, 210, 442, 1032, 1232, 1102, 1158, 1314, 239, 118, 1496, 748, 408, 1406, 639, 196, 717, 702, 395, 587, 1163, 70, 459, 92, 903, 900, 1207, 62, 1614, 31, 421, 1519, 493, 343, 549, 1597, 370, 69]"
